1032	1306.0
1033	2163.2128379
1034	476.92337122
1035	2597.85640898
1036	2687.77707618
1037	2344.085731
1038	1920.52718604
1039	2166.52774922
1040	480.238282543
1041	2601.1713203
1042	2691.09198751
1043	2347.40064232
1044	1923.84209736
1045	2169.84266054
1046	483.553193866
1047	2604.48623162
1048	2694.40689883
1049	2350.71555364
1050	1927.15700869
1051	2173.15757186
1052	167.751882399
1053	2697.72181015
1054	2354.03046497
1055	1930.47192001
1056	2176.47248319
1057	490.183016511
1058	2611.11605427
1059	2701.03672147
1060	2357.34537629
1061	1933.78683133
1062	2179.78739451
1063	493.497927833
1064	2614.43096559
1065	2704.3516328
1066	2360.66028761
1067	1937.10174265
1068	2183.10230583
1069	496.812839156
1070	2617.74587691
1071	2707.66654412
1072	2363.97519893
1073	1940.41665398
1074	2186.41721715
1075	500.127750479
1076	2621.06078824
1077	2710.98145544
1078	2367.29011026
1079	1943.7315653
1080	2189.73212848
1081	503.442661801
1082	2624.37569956
1083	2714.29636676
1084	2370.60502158
1085	294.580857331
1086	506.757573124
1087	2218.60686755
1088	2627.69061088
1089	2717.61127809
1090	2373.9199329
1091	1950.36138794
1092	2196.36195112
1093	510.072484446
1094	410.260780891
1095	2631.0055222
1096	2720.92618941
1097	2377.23484422
1098	1953.67629927
1099	2199.67686244
1100	513.387395769
1101	2634.32043353
1102	2724.24110073
1103	2380.54975555
1104	1956.99121059
1105	2202.99177377
1106	516.702307092
1107	2637.63534485
1108	2727.55601205
1109	2383.86466687
1110	1960.30612191
1111	2206.30668509
1112	520.017218414
1113	2640.95025617
1114	2730.87092338
1115	2387.17957819
1116	1963.62103323
1117	2209.62159641
1118	523.332129737
1119	2644.26516749
1120	2734.1858347
1121	2390.49448951
1122	1966.93594456
1123	2212.93650774
1124	526.64704106
1125	2647.58007882
1126	2737.50074602
1127	2393.80940084
1128	1970.25085588
1129	2216.25141906
1130	529.961952382
1131	2650.89499014
1132	2740.81565734
1133	2397.12431216
1134	1973.5657672
1135	2219.56633038
1136	533.276863705
1137	2654.20990146
1138	2744.13056867
1139	2400.43922348
1140	1976.88067852
1141	2222.8812417
1142	536.591775027
1143	2657.52481278
1144	2747.44547999
1145	2403.7541348
1146	1980.19558985
1147	2226.19615303
1148	539.90668635
1149	440.094982794
1150	2660.83972411
1151	2750.76039131
1152	2407.06904613
1153	1983.51050117
1154	2229.51106435
1155	543.221597673
1156	2664.15463543
1157	2754.07530264
1158	2410.38395745
1159	1986.82541249
1160	2232.82597567
1161	546.536508995
1162	446.724805439
1163	2667.46954675
1164	2757.39021396
1165	2413.69886877
1166	1990.14032382
1167	2236.14088699
1168	549.851420318
1169	2670.78445807
1170	2760.70512528
1171	2417.01378009
1172	256.084853885
1173	468.261569678
1174	2265.01562607
1175	2674.0993694
1176	2764.0200366
1177	2420.32869142
1178	1996.77014646
1179	2242.77070964
1180	556.481242963
1181	2677.41428072
1182	2767.33494793
1183	2423.64360274
1184	2000.08505778
1185	2246.08562096
1186	246.736121289
1187	76.8224236679
1188	69.1781395103
1189	4889.18672701
1190	2274.96036004
1191	2684.04410337
1192	2773.96477057
1193	2430.27342539
1194	2006.71488043
1195	2252.71544361
1196	566.425976931
1197	466.614273375
1198	2687.35901469
1199	2777.27968189
1200	2433.58833671
1201	2010.02979175
1202	2256.03035493
1203	569.740888253
1204	469.929184698
1205	2690.67392601
1206	2780.59459322
1207	2436.90324803
1208	2013.34470307
1209	2259.34526625
1210	573.055799576
1211	2693.98883733
1212	2783.90950454
1213	2440.21815935
1214	2016.6596144
1215	2262.66017757
1216	576.370710899
1217	476.559007343
1218	2697.30374866
1219	2787.22441586
1220	2443.53307068
1221	2019.97452572
1222	2265.9750889
1223	579.685622221
1224	479.873918665
1225	2700.61865998
1226	2790.53932718
1227	2446.847982
1228	2023.28943704
1229	2269.29000022
1230	583.000533544
1231	2703.9335713
1232	2793.85423851
1233	2450.16289332
1234	2026.60434836
1235	2272.60491154
1236	586.315444867
1237	486.503741311
1238	2707.24848262
1239	2797.16914983
1240	2453.47780464
1241	2029.91925969
1242	2275.91982286
1243	589.630356189
1244	489.818652633
1245	2710.56339395
1246	2800.48406115
1247	2456.79271597
1248	2033.23417101
1249	2279.23473419
1250	592.945267512
1251	2713.87830527
1252	2803.79897247
1253	2460.10762729
1254	2036.54908233
1255	2282.54964551
1256	596.260178834
1257	2717.19321659
1258	2807.1138838
1259	2463.42253861
1260	2039.86399365
1261	2285.86455683
1262	599.575090157
1263	2720.50812791
1264	2810.42879512
1265	2466.73744993
1266	2043.17890498
1267	2289.17946816
1268	455.930484069
1269	515.314159209
1270	765.20252384
1271	6039.29523783
1272	5695.60389264
1273	5272.04534768
1274	2292.49437948
1275	606.204912802
1276	506.393209246
1277	2727.13795056
1278	2817.05861776
1279	2473.36727258
1280	2049.80872762
1281	2295.8092908
1282	609.519824125
1283	2730.45286188
1284	2820.37352909
1285	2476.6821839
1286	2053.12363894
1287	2299.12420212
1288	612.834735447
1289	2324.68402988
1290	2733.7677732
1291	2823.68844041
1292	2479.99709522
1293	2056.43855027
1294	37.0597872759
1295	3818.78063721
1296	3944.15216852
1297	2032.67946698
1298	2740.39759585
1299	2830.31826306
1300	2486.62691787
1301	2063.06837291
1302	2309.06893609
1303	622.779469415
1304	2743.71250717
1305	2833.63317438
1306	2489.94182919
1307	2066.38328424
